"Slabo grijanje. Nema kuhala za vodu. Topla voda u kuhinji dovoljna za oprati samo dva tanjura. Slabo opremljena kuhinja.",0
"Centar grada, povijesno mjesto, apartman jako zanimljiv te lijepo i udobno namješten, wc odvojen od kupaonice, u apartmanu sve što treba za udoban boravak",1
"Čistoća prostora (posebno kupaonice) nije bila na zavidnom nivou, a kako je soba malo skučena mjesta za glavu na krevetu su tik ispod prozora i cijelo vrijeme se osjetio lagani povjetarac, što u jesenske dane nije baš ugodno",0
"Ugodna atmosfera a pogotovo apartman. Novouređeno, sve lijepo i sređeno i zaslužuje više od najveće ocjene.",1
"Apartman je super,ima sve sto je potrebno za odmor s obitelji,kao da si kod kuce, a polozaj je idealan.",1
"Vrhunski smještaj, ljubazni domaćini, predivan grad. Svakako preporučamo i vidimo se drugom prilikom.",1
"Televizor u svakoj sobi. Udobni kreveti i mirisna posteljina.",1
"Kuhinja je jako mala, ali za jedan dan je dovoljna.",0
"Apartman se nalazi par minuta od centra grada, prekrasno starinski ureden te je cak i nadmasio nasa ocekivanja.",1
"Apartman je i bolji nego što izgleda na slikama. Prvo, kvart u kojem se nalazi je jako miran te se nalazi u blizini dosta toga potrebnog za boravak poput ducana.",1
"Nije bilo sušila za kosu. Neko suđe i posteljinu treba obnoviti. Položaj kauča nije adekvatan.",0
"Lijepo, prakticno i udobno uredjen stancic na izvrsnoj lokaciji. Objekt je izuzetno cist i uredan, a domacini pridaju paznju detaljima kako bi gostima bilo sto udobnije.",1
"Sobe izgledaju puno veće na slici, nego u stvarnosti",0
"cijena sobe je previsoka, staro sve, krevet kao i posteljina jeftini, ništa posebnog jeftinije nije moglo izgledati.",0
"Svidjela mi se lokacija, ručak i doručak. Kvalitetno i bogato.",1
"soba ugodna i čista. osoblje veoma korektno i ljubazno. odličan restoran u sklopu objekta. cijene prihvatljive.",1
"Potrebni sitni popravci tuša...krovni prozor malo curi...",0
"Kava koja se posluzuje na dorucku bi mogla biti bolja.",0
"Hrana je bila perfektna. Osoblje je susretljivo. Sobe su ugodno grijane noću i danju, što mi je bilo vrlo važno zbog djeteta.",1
"Vrlo ukusna i lijepo servirana hrana, prihvatljive cijene, nenametljivost i uslužnost konobara, blizina centru grada, veliko parkiralište, dobar doručak i čistoća prostora",1
"promijeniti držač za sapun u tuš kabini, jer nije dobro pričvršćen. svakako instalirati neko bolje rješenje",0
"Zajednicka kupaona i kuhinja i toalet. U slucaju drugih gostiju sve se cuje. Nije ugodno.",0
" Lijepo uređene, uredne i čiste sobe koje ostavljaju dojam novog. Osoblje je profesionalno. U sklopu hotela nalazi se restoran koji je otvoren cijeli dan. ",1
"Lokacija je izvan centra i prilazna ulica bi mogla biti ljepše uređena. U restoranu ispod soba postoji prostor za svadbe i zabave što narušava mir kod odmora u slučaju zabave",0
" Iako sam rezervirala sobu za jednu osobu, po slikama nisam skužila da ću dobiti mali krevet za jednu osobu.",1
"Neorganizirano. Bez obzira na rezervaciju nekoliko dana ranije nisu znali da dolazim i nije bilo nikoga jer ne rade ponedjeljkom.",0
"Izvrstan objekt, osoblje i gazda.",1
" Dali su mi vecu, komforniju slobodnu sobu premda je bila rezervirana manja",1
"Lokacija izvrsna za motorizirane goste. Doručak domaći, obilan, poslužen s osmijehom.",1
" Svidio mi se ambijent. Prostor je nov i uređen.",1
" Smjestaj udoban i moderno uredjen. Lokacija malo dalja od centra ali to sam i trazio tako da nema zamjerke. Parking osiguran. Blizu autoceste.",1
"Apartman zraci izrazito ugodnom, toplom atmosferom. Sve je u njemu tako lijepo, cisto, uredno, prakticno, funkcionalno i novo. Sigurno parkirno mjesto.",1
"Recepcionar je bio vrlo pristojan, gosti i cimeri također, posteljina čista i složena.",1
"Osoblje na recepciji iznimno pristojno i drago. Voljni pomoći te izlaze u susret!!",1
"Jako pristupacno osoblje,veoma cisto, blizu svega je i lako se nadje. Sve u svemu jako lijepo i sve pohvale",1
"Ugodan ambijent, svi sadržaji su blizu, uzivali smo u ovom hostelu.",1
